gene,jw_id,medium,n_replicates
yjiC,JW4288,LB,3
yjiC,JW4288,M63,3
yjiD,JW5782,LB,3
yjiD,JW5782,M63,3
yjiE,JW4290,LB,3
yjiE,JW4290,M63,3
yjiG,JW4292,LB,3
yjiG,JW4292,M63,3
yjiH,JW5783,LB,3
yjiH,JW5783,M63,3
yjiJ,JW4295,LB,3
yjiJ,JW4295,M63,3
yjiK,JW5869,LB,3
yjiK,JW5869,M63,3
yjiL,JW5785,LB,3
yjiL,JW5785,M63,3
yjiM,JW5786,LB,3
yjiM,JW5786,M63,3
yjiN,JW4299,LB,3
yjiN,JW4299,M63,3
yjiO,JW4300,LB,3
yjiO,JW4300,M63,3
yjiP,JW5953,LB,3
yjiP,JW5953,M63,3
yjiQ,JW4302,LB,3
yjiQ,JW4302,M63,3
yjiR,JW4303,LB,3
yjiR,JW4303,M63,3
yjiS,JW4304,LB,3
yjiS,JW4304,M63,3
yjiT,JW5787,LB,3
yjiT,JW5787,M63,3
yjiV,JW5954,LB,3
yjiV,JW5954,M63,3
yjiW,JW4310,LB,3
yjiW,JW4310,M63,3
yjiX,JW4316,LB,3
yjiX,JW4316,M63,3
yjiY,JW5791,LB,3
yjiY,JW5791,M63,3
yjiZ,JW4319,LB,3
yjiZ,JW4319,M63,3
yjjA,JW5795,LB,3
yjjA,JW5795,M63,3
yjjB,JW4327,LB,3
yjjB,JW4327,M63,3
yjjG,JW4336,LB,3
yjjG,JW4336,M63,3
yjjI,JW4343,LB,3
yjjI,JW4343,M63,3
yjjJ,JW4348,LB,3
yjjJ,JW4348,M63,3
yjjK,JW4354,LB,3
yjjK,JW4354,M63,3
yjjM,JW5792,LB,3
yjjM,JW5792,M63,3
yjjN,JW5793,LB,3
yjjN,JW5793,M63,3
yjjP,JW5796,LB,3
yjjP,JW5796,M63,3
yjjQ,JW4329,LB,3
yjjQ,JW4329,M63,3
yjjU,JW4340,LB,3
yjjU,JW4340,M63,3
yjjV,JW4341,LB,3
yjjV,JW4341,M63,3
yjjW,JW4342,LB,3
yjjW,JW4342,M63,3
yjjX,JW5801,LB,3
yjjX,JW5801,M63,3
yjjY,JW4365,LB,3
yjjY,JW4365,M63,3
yjjZ,JW5797,LB,3
yjjZ,JW5797,M63,3
yjtD,JW4366,LB,3
yjtD,JW4366,M63,3
ykfA,JW0243,LB,3
ykfA,JW0243,M63,3
ykfB,JW0239,LB,3
ykfB,JW0239,M63,3
ykfC,JW5813,LB,3
ykfC,JW5813,M63,3
ykfF,JW5023,LB,3
ykfF,JW5023,M63,3
ykfG,JW0236,LB,3
ykfG,JW0236,M63,3
ykfH,JW5956,LB,3
ykfH,JW5956,M63,3
ykfI,JW0234,LB,3
ykfI,JW0234,M63,3
ykfJ,JW0225,LB,3
ykfJ,JW0225,M63,3
ykgA,JW5037,LB,3
ykgA,JW5037,M63,3
ykgB,JW5038,LB,3
ykgB,JW5038,M63,3
ykgC,JW5040,LB,3
ykgC,JW5040,M63,3
ykgD,JW0298,LB,3
ykgD,JW0298,M63,3
ykgE,JW5041,LB,3
ykgE,JW5041,M63,3
ykgF,JW0300,LB,3
ykgF,JW0300,M63,3
ykgG,JW5042,LB,3
ykgG,JW5042,M63,3
ykgH,JW0302,LB,3
ykgH,JW0302,M63,3
ykgI,JW5039,LB,3
ykgI,JW5039,M63,3
ykgJ,JW0282,LB,3
ykgJ,JW0282,M63,3
ykgK,JW5031,LB,3
ykgK,JW5031,M63,3
ykgL,JW5033,LB,3
ykgL,JW5033,M63,3
ykgM,JW5034,LB,6
ykgM,JW5034,M63,6
ykgN,JW0258,LB,3
ykgN,JW0258,M63,3
ykiA,JW0383,LB,3
ykiA,JW0383,M63,3
ykiB,JW5049,LB,3
ykiB,JW5049,M63,3
ylaB,JW5062,LB,3
ylaB,JW5062,M63,3
ylaC,JW5063,LB,3
ylaC,JW5063,M63,3
ylbA,JW0503,LB,3
ylbA,JW0503,M63,3
ylbE,JW0507,LB,6
ylbE,JW0507,M63,6
ylbF,JW0509,LB,3
ylbF,JW0509,M63,3
ylbH,JW0488,LB,3
ylbH,JW0488,M63,3
ylcE,JW0552,LB,3
ylcE,JW0552,M63,3
ylcG,JW5076,LB,3
ylcG,JW5076,M63,3
yliA,JW5897,LB,3
yliA,JW5897,M63,3
yliB,JW5111,LB,3
yliB,JW5111,M63,3
yliC,JW0815,LB,3
yliC,JW0815,M63,3
yliD,JW0816,LB,3
yliD,JW0816,M63,3
yliE,JW0817,LB,3
yliE,JW0817,M63,3
yliF,JW0818,LB,3
yliF,JW0818,M63,3
yliG,JW0819,LB,3
yliG,JW0819,M63,3
yliH,JW0820,LB,3
yliH,JW0820,M63,3
yliI,JW0821,LB,3
yliI,JW0821,M63,3
yliJ,JW0822,LB,3
yliJ,JW0822,M63,3
yliK,JW2884,LB,3
yliK,JW2884,M63,3
ymbA,JW5127,LB,3
ymbA,JW5127,M63,3
ymcA,JW0967,LB,3
ymcA,JW0967,M63,3
ymcB,JW0968,LB,3
ymcB,JW0968,M63,3
ymcC,JW0969,LB,3
ymcC,JW0969,M63,3
ymcD,JW5133,LB,3
ymcD,JW5133,M63,3
ymcE,JW0975,LB,3
ymcE,JW0975,M63,3
ymdA,JW1031,LB,3
ymdA,JW1031,M63,3
ymdB,JW1032,LB,3
ymdB,JW1032,M63,3
ymdC,JW5150,LB,3
ymdC,JW5150,M63,3
ymdE,JW5145,LB,3
ymdE,JW5145,M63,3
ymdF,JW5136,LB,3
ymdF,JW5136,M63,3
ymfA,JW5164,LB,3
ymfA,JW5164,M63,3
ymfB,JW1120,LB,3
ymfB,JW1120,M63,3
ymfC,JW1121,LB,3
ymfC,JW1121,M63,3
ymfD,JW1123,LB,3
ymfD,JW1123,M63,3
ymfE,JW5166,LB,3
ymfE,JW5166,M63,3
ymfG,JW1127,LB,3
ymfG,JW1127,M63,3
ymfH,JW1128,LB,3
ymfH,JW1128,M63,3
ymfI,JW5168,LB,3
ymfI,JW5168,M63,3
ymfJ,JW1130,LB,3
ymfJ,JW1130,M63,3
ymfL,JW1133,LB,3
ymfL,JW1133,M63,3
ymfM,JW1134,LB,3
ymfM,JW1134,M63,3
ymfN,JW1135,LB,3
ymfN,JW1135,M63,3
ymfO,JW1137,LB,3
ymfO,JW1137,M63,3
ymfP,JW5170,LB,3
ymfP,JW5170,M63,3
ymfQ,JW1139,LB,3
ymfQ,JW1139,M63,3
ymfR,JW1136,LB,3
ymfR,JW1136,M63,3
ymfS,JW5171,LB,3
ymfS,JW5171,M63,3
ymfT,JW5169,LB,3
ymfT,JW5169,M63,3
ymgA,JW1152,LB,3
ymgA,JW1152,M63,3
ymgB,JW1153,LB,3
ymgB,JW1153,M63,3
ymgC,JW1154,LB,3
ymgC,JW1154,M63,3
ymgD,JW5177,LB,3
ymgD,JW5177,M63,3
ymgE,JW1184,LB,3
ymgE,JW1184,M63,3
ymgF,JW1156,LB,3
ymgF,JW1156,M63,3
ymgG,JW5178,LB,3
ymgG,JW5178,M63,3
ymgH,JW5179,LB,3
ymgH,JW5179,M63,3
ymjA,JW1288,LB,3
ymjA,JW1288,M63,3
ymjB,JW5203,LB,3
ymjB,JW5203,M63,3
ymjC,JW5960,LB,3
ymjC,JW5960,M63,3
ynaA,JW1361,LB,3
ynaA,JW1361,M63,3
ynaE,JW1369,LB,3
ynaE,JW1369,M63,3
ynaI,JW1323,LB,3
ynaI,JW1323,M63,3
ynaJ,JW1326,LB,3
ynaJ,JW1326,M63,3
ynaK,JW1359,LB,3
ynaK,JW1359,M63,3
ynbA,JW1405,LB,3
ynbA,JW1405,M63,3
ynbB,JW1406,LB,3
ynbB,JW1406,M63,3
ynbC,JW1407,LB,3
ynbC,JW1407,M63,3
ynbD,JW1408,LB,3
ynbD,JW1408,M63,3
ynbE,JW1377,LB,3
ynbE,JW1377,M63,3
yncA,JW5233,LB,3
yncA,JW5233,M63,3
yncB,JW5907,LB,3
yncB,JW5907,M63,3
yncC,JW1445,LB,3
yncC,JW1445,M63,3
yncD,JW1446,LB,3
yncD,JW1446,M63,3
yncE,JW1447,LB,3
yncE,JW1447,M63,3
yncG,JW1449,LB,3
yncG,JW1449,M63,3
yncH,JW5235,LB,3
yncH,JW5235,M63,3
yncI,JW1453,LB,3
yncI,JW1453,M63,3
yncJ,JW1432,LB,3
yncJ,JW1432,M63,3
yncK,JW5961,LB,6
yncK,JW5961,M63,6
yncM,JW5237,LB,3
yncM,JW5237,M63,3
yncN,JW5230,LB,3
yncN,JW5230,M63,3
yneE,JW5245,LB,3
yneE,JW5245,M63,3
yneF,JW5825,LB,3
yneF,JW5825,M63,3
yneG,JW1516,LB,3
yneG,JW1516,M63,3
yneH,JW1517,LB,3
yneH,JW1517,M63,3
yneI,JW5247,LB,3
yneI,JW5247,M63,3
yneJ,JW1519,LB,3
yneJ,JW1519,M63,3
yneK,JW1520,LB,3
yneK,JW1520,M63,3
yneL,JW5244,LB,3
yneL,JW5244,M63,3
ynfA,JW1574,LB,3
ynfA,JW1574,M63,3
ynfB,JW1575,LB,3
ynfB,JW1575,M63,3
ynfC,JW5258,LB,3
ynfC,JW5258,M63,3
ynfD,JW5259,LB,3
ynfD,JW5259,M63,3
ynfE,JW1579,LB,3
ynfE,JW1579,M63,3
ynfF,JW5260,LB,3
ynfF,JW5260,M63,3
ynfG,JW1581,LB,3
ynfG,JW1581,M63,3
ynfH,JW5261,LB,3
ynfH,JW5261,M63,3
ynfK,JW5264,LB,3
ynfK,JW5264,M63,3
ynfL,JW1587,LB,3
ynfL,JW1587,M63,3
ynfM,JW1588,LB,3
ynfM,JW1588,M63,3
ynfN,JW5254,LB,3
ynfN,JW5254,M63,3
ynfO,JW5251,LB,3
ynfO,JW5251,M63,3
ynfP,JW5257,LB,3
ynfP,JW5257,M63,3
ynhG,JW1668,LB,3
ynhG,JW1668,M63,3
yniA,JW1714,LB,3
yniA,JW1714,M63,3
yniB,JW1715,LB,3
yniB,JW1715,M63,3
yniC,JW1716,LB,3
yniC,JW1716,M63,3
yniD,JW5911,LB,3
yniD,JW5911,M63,3
ynjA,JW1742,LB,3
ynjA,JW1742,M63,3
ynjB,JW5284,LB,3
ynjB,JW5284,M63,3
ynjC,JW5285,LB,3
ynjC,JW5285,M63,3
ynjD,JW5286,LB,3
ynjD,JW5286,M63,3
ynjE,JW5287,LB,3
ynjE,JW5287,M63,3
ynjF,JW1747,LB,3
ynjF,JW1747,M63,3
ynjH,JW1749,LB,3
ynjH,JW1749,M63,3
ynjI,JW5288,LB,3
ynjI,JW5288,M63,3
yoaA,JW1797,LB,3
yoaA,JW1797,M63,3
yoaB,JW5295,LB,3
yoaB,JW5295,M63,3
yoaC,JW5296,LB,3
yoaC,JW5296,M63,3
yoaD,JW1804,LB,3
yoaD,JW1804,M63,3
yoaE,JW1805,LB,3
yoaE,JW1805,M63,3
yoaF,JW1782,LB,3
yoaF,JW1782,M63,3
yoaG,JW1785,LB,3
yoaG,JW1785,M63,3
yoaH,JW1800,LB,3
yoaH,JW1800,M63,3
yobA,JW1830,LB,3
yobA,JW1830,M63,3
yobB,JW1832,LB,3
yobB,JW1832,M63,3
yobD,JW1809,LB,3
yobD,JW1809,M63,3
yobF,JW1813,LB,3
yobF,JW1813,M63,3
yobG,JW1815,LB,3
yobG,JW1815,M63,3
yobH,JW5298,LB,3
yobH,JW5298,M63,3
yodA,JW1956,LB,3
yodA,JW1956,M63,3
yodB,JW5323,LB,3
yodB,JW5323,M63,3
yodC,JW1940,LB,3
yodC,JW1940,M63,3
yodD,JW5317,LB,3
yodD,JW5317,M63,3
yoeA,JW5326,LB,3
yoeA,JW5326,M63,3
yoeB,JW5331,LB,3
yoeB,JW5331,M63,3
yoeE,JW1980,LB,3
yoeE,JW1980,M63,3
yoeF,JW5328,LB,3
yoeF,JW5328,M63,3
yohC,JW5356,LB,3
yohC,JW5356,M63,3
yohD,JW2124,LB,3
yohD,JW2124,M63,3
yohF,JW2125,LB,3
yohF,JW2125,M63,3
yohG,JW5838,LB,3
yohG,JW5838,M63,3
yohH,JW5358,LB,3
yohH,JW5358,M63,3
yohJ,JW2129,LB,3
yohJ,JW2129,M63,3
yohK,JW2130,LB,3
yohK,JW2130,M63,3
yohL,JW2092,LB,3
yohL,JW2092,M63,3
yohM,JW2093,LB,3
yohM,JW2093,M63,3
yohN,JW5346,LB,3
yohN,JW5346,M63,3
yohO,JW5354,LB,3
yohO,JW5354,M63,3
yojI,JW2199,LB,3
yojI,JW2199,M63,3
yojL,JW5368,LB,3
yojL,JW5368,M63,3
ypaA,JW5964,LB,3
ypaA,JW5964,M63,3
ypdA,JW5388,LB,3
ypdA,JW5388,M63,3
ypdB,JW2378,LB,3
ypdB,JW2378,M63,3
ypdC,JW2379,LB,3
ypdC,JW2379,M63,3
ypdD,JW2380,LB,3
ypdD,JW2380,M63,3
ypdE,JW2381,LB,3
ypdE,JW2381,M63,3
ypdF,JW2382,LB,3
ypdF,JW2382,M63,3
ypdG,JW2383,LB,3
ypdG,JW2383,M63,3
ypdH,JW5389,LB,3
ypdH,JW5389,M63,3
ypdI,JW2373,LB,3
ypdI,JW2373,M63,3
ypdJ,JW5386,LB,3
ypdJ,JW5386,M63,3
ypeA,JW2427,LB,3
ypeA,JW2427,M63,3
ypeB,JW5877,LB,3
ypeB,JW5877,M63,3
ypeC,JW2387,LB,3
ypeC,JW2387,M63,3
ypfE,JW2446,LB,3
ypfE,JW2446,M63,3
ypfG,JW2450,LB,3
ypfG,JW2450,M63,3
ypfH,JW5396,LB,3
ypfH,JW5396,M63,3
ypfI,JW2459,LB,3
ypfI,JW2459,M63,3
ypfJ,JW2460,LB,3
ypfJ,JW2460,M63,3
ypfN,JW2457,LB,3
ypfN,JW2457,M63,3
yphA,JW2527,LB,3
yphA,JW2527,M63,3
yphB,JW2528,LB,3
yphB,JW2528,M63,3
yphC,JW5842,LB,3
yphC,JW5842,M63,3
yphD,JW2530,LB,3
yphD,JW2530,M63,3
yphE,JW2531,LB,3
yphE,JW2531,M63,3
yphF,JW2532,LB,3
yphF,JW2532,M63,3
yphG,JW5405,LB,3
yphG,JW5405,M63,3
yphH,JW5406,LB,3
yphH,JW5406,M63,3
ypjA,JW5422,LB,3
ypjA,JW5422,M63,3
ypjB,JW2629,LB,3
ypjB,JW2629,M63,3
ypjC,JW5424,LB,3
ypjC,JW5424,M63,3
ypjD,JW2592,LB,3
ypjD,JW2592,M63,3
ypjF,JW2627,LB,3
ypjF,JW2627,M63,3
ypjJ,JW5421,LB,3
ypjJ,JW5421,M63,3
ypjL,JW5922,LB,3
ypjL,JW5922,M63,3
ypjM,JW5420,LB,3
ypjM,JW5420,M63,3
yqaA,JW2664,LB,3
yqaA,JW2664,M63,3
yqaB,JW2665,LB,3
yqaB,JW2665,M63,3
yqaC,JW5426,LB,3
yqaC,JW5426,M63,3
yqaD,JW2633,LB,3
yqaD,JW2633,M63,3
yqaE,JW2641,LB,3
yqaE,JW2641,M63,3
yqcA,JW2761,LB,3
yqcA,JW2761,M63,3
yqcB,JW2762,LB,3
yqcB,JW2762,M63,3
yqcC,JW2763,LB,3
yqcC,JW2763,M63,3
yqcD,JW2765,LB,3
yqcD,JW2765,M63,3
yqcE,JW2746,LB,3
yqcE,JW2746,M63,3
yqeA,JW2842,LB,3
yqeA,JW2842,M63,3
yqeB,JW2843,LB,3
yqeB,JW2843,M63,3
yqeC,JW5464,LB,3
yqeC,JW5464,M63,3
yqeF,JW5453,LB,3
yqeF,JW5453,M63,3
yqeG,JW2813,LB,3
yqeG,JW2813,M63,3
yqeH,JW5454,LB,3
yqeH,JW5454,M63,3
yqeI,JW2815,LB,3
yqeI,JW2815,M63,3
yqeJ,JW5455,LB,3
yqeJ,JW5455,M63,3
yqeK,JW2817,LB,3
yqeK,JW2817,M63,3
yqfA,JW2867,LB,3
yqfA,JW2867,M63,3
yqfB,JW2868,LB,3
yqfB,JW2868,M63,3
yqfE,JW2882,LB,3
yqfE,JW2882,M63,3
yqgA,JW2934,LB,3
yqgA,JW2934,M63,3
yqgB,JW2906,LB,3
yqgB,JW2906,M63,3
yqgC,JW2907,LB,3
yqgC,JW2907,M63,3
yqgE,JW2915,LB,3
yqgE,JW2915,M63,3
yqhA,JW2971,LB,3
yqhA,JW2971,M63,3
yqhC,JW5849,LB,3
yqhC,JW5849,M63,3
yqhD,JW2978,LB,3
yqhD,JW2978,M63,3
yqhG,JW5500,LB,3
yqhG,JW5500,M63,3
yqhH,JW2982,LB,3
yqhH,JW2982,M63,3
yqiA,JW2999,LB,3
yqiA,JW2999,M63,3
yqiB,JW3001,LB,3
yqiB,JW3001,M63,3
yqiC,JW5505,LB,3
yqiC,JW5505,M63,3
yqiG,JW5507,LB,3
yqiG,JW5507,M63,3
yqiH,JW5508,LB,3
yqiH,JW5508,M63,3
yqiI,JW5509,LB,3
yqiI,JW5509,M63,3
yqiJ,JW3022,LB,3
yqiJ,JW3022,M63,3
yqiK,JW3023,LB,3
yqiK,JW3023,M63,3
yqjA,JW3066,LB,3
yqjA,JW3066,M63,3
yqjB,JW3067,LB,3
yqjB,JW3067,M63,3
yqjC,JW5516,LB,3
yqjC,JW5516,M63,3
yqjD,JW3069,LB,3
yqjD,JW3069,M63,3
yqjE,JW3070,LB,3
yqjE,JW3070,M63,3
yqjF,JW5850,LB,3
yqjF,JW5850,M63,3
yqjG,JW3073,LB,3
yqjG,JW3073,M63,3
yqjH,JW3041,LB,3
yqjH,JW3041,M63,3
yqjI,JW3042,LB,3
yqjI,JW3042,M63,3
yqjK,JW3071,LB,3
yqjK,JW3071,M63,3
yraH,JW3111,LB,3
yraH,JW3111,M63,3
yraI,JW3112,LB,3
yraI,JW3112,M63,3
yraJ,JW3113,LB,3
yraJ,JW3113,M63,3
yraK,JW3114,LB,3
yraK,JW3114,M63,3
yraM,JW3116,LB,3
yraM,JW3116,M63,3
yraN,JW3117,LB,3
yraN,JW3117,M63,3
yraO,JW3118,LB,3
yraO,JW3118,M63,3
yraP,JW3119,LB,3
yraP,JW3119,M63,3
yraQ,JW3120,LB,3
yraQ,JW3120,M63,3
yraR,JW5528,LB,3
yraR,JW5528,M63,3
yrbA,JW3157,LB,3
yrbA,JW3157,M63,3
yrbC,JW3159,LB,3
yrbC,JW3159,M63,3
yrbD,JW3160,LB,3
yrbD,JW3160,M63,3
yrbE,JW3161,LB,3
yrbE,JW3161,M63,3
yrbF,JW3162,LB,3
yrbF,JW3162,M63,3
yrbG,JW3163,LB,3
yrbG,JW3163,M63,3
yrbL,JW3174,LB,3
yrbL,JW3174,M63,3
yrdA,JW5710,LB,3
yrdA,JW5710,M63,3
yrdB,JW3241,LB,3
yrdB,JW3241,M63,3
yrdD,JW5949,LB,3
yrdD,JW5949,M63,3
yrfA,JW5694,LB,3
yrfA,JW5694,M63,3
yrfB,JW3356,LB,3
yrfB,JW3356,M63,3
yrfC,JW3357,LB,3
yrfC,JW3357,M63,3
yrfD,JW5693,LB,3
yrfD,JW5693,M63,3
yrfG,JW5865,LB,3
yrfG,JW5865,M63,3
yrhA,JW5864,LB,3
yrhA,JW5864,M63,3
yrhB,JW3411,LB,3
yrhB,JW3411,M63,3
yrhC,JW5678,LB,3
yrhC,JW5678,M63,3
ysaB,JW3532,LB,3
ysaB,JW3532,M63,3
ysdC,JW5937,LB,3
ysdC,JW5937,M63,3
ysgA,JW5853,LB,3
ysgA,JW5853,M63,3
ytfA,JW4163,LB,3
ytfA,JW4163,M63,3
ytfB,JW5745,LB,3
ytfB,JW5745,M63,3
ytfE,JW4167,LB,3
ytfE,JW4167,M63,3
ytfF,JW4168,LB,3
ytfF,JW4168,M63,3
ytfG,JW4169,LB,3
ytfG,JW4169,M63,3
ytfH,JW5747,LB,3
ytfH,JW5747,M63,3
ytfI,JW5748,LB,3
ytfI,JW5748,M63,3
ytfJ,JW4175,LB,3
ytfJ,JW4175,M63,3
ytfK,JW5749,LB,3
ytfK,JW5749,M63,3
ytfL,JW4177,LB,3
ytfL,JW4177,M63,3
ytfM,JW4179,LB,3
ytfM,JW4179,M63,3
ytfN,JW4180,LB,3
ytfN,JW4180,M63,3
ytfP,JW4181,LB,3
ytfP,JW4181,M63,3
ytfQ,JW4186,LB,3
ytfQ,JW4186,M63,3
ytfR,JW5752,LB,3
ytfR,JW5752,M63,3
ytfT,JW5753,LB,3
ytfT,JW5753,M63,3
ytjB,JW4350,LB,3
ytjB,JW4350,M63,3
ytjC,JW4358,LB,3
ytjC,JW4358,M63,3
yzcX,JW3780,LB,3
yzcX,JW3780,M63,3
yzfA,JW4182,LB,3
yzfA,JW4182,M63,3
yzgL,JW3390,LB,3
yzgL,JW3390,M63,3
zapA,JW2878,LB,3
zapA,JW2878,M63,3
zitB,JW0735,LB,3
zitB,JW0735,M63,3
zntA,JW3434,LB,3
zntA,JW3434,M63,3
zntR,JW3254,LB,3
zntR,JW3254,M63,3
znuA,JW5831,LB,3
znuA,JW5831,M63,3
znuB,JW1848,LB,3
znuB,JW1848,M63,3
znuC,JW1847,LB,3
znuC,JW1847,M63,3
zraP,JW5546,LB,3
zraP,JW5546,M63,3
zraR,JW3968,LB,3
zraR,JW3968,M63,3
zraS,JW3967,LB,3
zraS,JW3967,M63,3
zupT,JW3007,LB,3
zupT,JW3007,M63,3
zur,JW5714,LB,3
zur,JW5714,M63,3
zwf,JW1841,LB,3
zwf,JW1841,M63,3
